"jobtitle","company","location","longitude","latitude","salary","companysize","companyrating","summary"
"Lead Data Scientist","LogMeIn, Inc.","Boston, MA 02210 (South Boston area)",nan,nan,"NA",nan,nan,"NA"
"Javascript Developer","Lirio","Knoxville, TN 37922",nan,nan,"NA",nan,nan,"NA"
"Data Scientist III - Media Mix & Attribution Analyst","Sprint","Overland Park, KS 66210",nan,nan,"NA",nan,nan,"NA"
"Data Scientist Lead","Uptake","Chicago, IL",nan,nan,"NA",nan,nan,"NA"
"Data Systems Analyst","Lockton, Inc.","Overland Park, KS",nan,nan,"NA",nan,nan,"NA"
"Systems Engineer / Architect","Pro-Tek Consulting","Menlo Park, CA",nan,nan,"NA",6,52.2,"General Machine learning (DNN, CNN, RNN.). As title says, this is for a Systems Architect, who have detailed understanding of Hardware / Silicon / Firmware /..."
"Data Analyst","Leidos","Baltimore, MD 21240",nan,nan,"NA",271,43.2,"Is familiar with disciplines such as Natural Language Processing, Machine Learning, Predictive modeling, Statistical Analysis and Hypothesis testing...."
"Staff Data Scientist - Anti-Fraud","Walmart eCommerce","Sunnyvale, CA",nan,nan,"NA",24,43.2,"Extensive Experience with R, SAS, SPSS, data mining, machine learning, statistical modeling tools and underlying algorithms...."
"Data Engineer","Bauer Xcel","New York, NY 10036",nan,nan,"NA",nan,nan,"Experience in developing machine learning models at scale. Working with our data science team to implement a real-time machine learning algorithms at scale;..."
"Software Engineer","VoxelCloud","Los Angeles, CA",nan,nan,"NA",nan,nan,"Good understanding of algorithms in image analysis, computer vision, computer graphics, and machine learning is preferred...."
"Database Engineer","horizon consultin inc","Seattle, WA",nan,nan,"NA",nan,nan,"Our system runs smart algorithms, including machine learning, to organize data from diverse sources and deeply analyzes their semantics and usage *What we are..."
"Cybersecurity Research Engineer I","LGS Innovations","Florham Park, NJ 07932",nan,nan,"NA",12,42.0,"Autonomous planning, reasoning and machine learning. LGS Innovations, a leader in solving the most complex networking and communications challenges, is seeking..."
"Data Analyst-Business Intelligence Analyst","Ascend Learning","Leawood, KS",nan,nan,"NA",24,40.2,"An understanding of machine learning and predictive modeling techniques, including experience with one or more open source data science languages (R, Python)...."
"Principal Applied Scientist","Microsoft","Bellevue, WA",nan,nan,"NA",nan,52.2,"Outstanding expertise and research experience on statistical machine learning, data mining, optimization and Bayesian inference...."
"Data Science Integration Engineer","Ancestry","San Francisco, CA",nan,nan,"NA",47,43.2,"You will be a member of the global Data Science & Machine Learning Frameworks Team, tackling our toughest and most exciting data science challenges...."
"Data Scientist","KSM Consulting","Indianapolis, IN 46240",nan,nan,"NA",nan,nan,"Modern data mining and machine learning methods. Application and development of machine learning and other advanced analytics algorithms...."
"Data Scientist Analyst Stf","Lockheed Martin","Jupiter, FL 33478",nan,nan,"NA",nan,51.6,"Is familiar with disciplines such as Natural Language Processing, Machine Learning, Predictive modeling, Statistical Analysis and Hypothesis testing with..."
"Data Physicist","Tachyus","Houston, TX",nan,nan,"NA",nan,nan,"Proficiency in machine learning, ANNs, and other data science techniques. Our data physics team develops algorithms to handle disparate data sets and arrive at..."
"Software Engineer - Computer Vision","Binded","San Francisco, CA",nan,nan,"NA",nan,nan,"Computer vision applications and machine learning experience is a strong plus. We are looking for a seasoned Software Engineer to design and implement a CBIR ..."
"Staff Scientist","Siemens AG","Hoffman Estates, IL",nan,nan,"NA",nan,51.6,"O Machine learning. We are seeking an experienced scientist with excellent academic background to develop algorithms for tomographic image reconstruction, image..."
"Student Informatics Associate I - Research","Children's Hospital of Philadelphia","Philadelphia, PA 19103 (Belmont area)",nan,nan,"NA",411,52.2,"NA"
"Data Analyst","ANALYTICA","Washington, DC 20036 (Downtown area)",nan,nan,"NA",6,43.2,"Provide technical expertise for multiple advanced analytical techniques such as data mining, machine learning, geospatial analysis, natural language processing,..."
"Data Engineer","Guild Education","Denver, CO",nan,nan,"NA",nan,nan,"Basic experience in statistical analysis, text processing and machine learning. Guild is reinventing the Education Benefits category - bringing innovation to..."
